Date,Price,Open,High,Low,Vol.,Change %
15-Jun-15,6710.52,6784.92,6784.92,6708.50,574.23M,-1.10%
12-Jun-15,6784.92,6846.74,6846.74,6760.06,610.75M,-0.90%
11-Jun-15,6846.74,6830.27,6870.19,6807.29,699.56M,0.24%
10-Jun-15,6830.27,6753.80,6843.57,6734.15,843.90M,1.13%
9-Jun-15,6753.80,6790.04,6803.75,6736.88,702.83M,-0.53%
8-Jun-15,6790.04,6804.60,6827.16,6781.66,555.75M,-0.21%
5-Jun-15,6804.60,6859.24,6859.24,6785.15,777.84M,-0.80%
4-Jun-15,6859.24,6950.46,6950.46,6838.95,807.84M,-1.31%
3-Jun-15,6950.46,6928.27,6985.69,6901.79,722.28M,0.32%
2-Jun-15,6928.27,6953.58,6972.25,6872.12,891.35M,-0.36%
1-Jun-15,6953.58,6984.43,7037.58,6942.66,715.73M,-0.44%
29-May-15,6984.43,7040.92,7069.93,6967.92,1.21B,-0.80%
28-May-15,7040.92,7033.33,7049.62,7005.88,625.45M,0.11%
27-May-15,7033.33,6948.99,7054.14,6948.62,668.80M,1.21%
26-May-15,6948.99,7031.72,7039.55,6930.28,692.15M,-1.18%
22-May-15,7031.72,7013.47,7061.66,7013.47,641.04M,0.26%
21-May-15,7013.47,7007.26,7026.01,6994.26,582.84M,0.09%
20-May-15,7007.26,6995.10,7018.70,6962.06,850.67M,0.17%
19-May-15,6995.10,6968.87,7011.35,6968.87,801.43M,0.38%
18-May-15,6968.87,6960.49,7015.49,6931.64,633.21M,0.12%
15-May-15,6960.49,6973.04,7009.41,6937.12,723.61M,-0.18%
14-May-15,6973.04,6949.63,6977.93,6884.63,622.17M,0.34%
13-May-15,6949.63,6933.80,6989.91,6920.65,820.35M,0.23%
12-May-15,6933.80,7029.85,7029.85,6887.52,865.97M,-1.37%
11-May-15,7029.85,7046.82,7083.72,7025.17,816.71M,-0.24%
8-May-15,7046.82,6886.95,7046.82,6885.79,1.43B,2.32%
7-May-15,6886.95,6933.74,6933.74,6810.05,973.56M,-0.67%
6-May-15,6933.74,6927.58,6974.82,6913.46,910.98M,0.09%
5-May-15,6927.58,6985.95,7053.18,6927.58,1.05B,-0.84%
1-May-15,6985.95,6960.63,6995.41,6919.39,863.40M,0.36%
30-Apr-15,6960.63,6946.28,6970.34,6906.24,934.30M,0.21%
29-Apr-15,6946.28,7030.53,7058.19,6945.56,791.05M,-1.20%
28-Apr-15,7030.53,7103.98,7103.99,6983.97,821.00M,-1.03%
27-Apr-15,7103.98,7070.70,7122.74,7025.27,700.79M,0.47%
24-Apr-15,7070.70,7053.67,7102.59,7051.17,821.32M,0.24%
23-Apr-15,7053.67,7028.24,7055.15,6995.79,736.40M,0.36%
22-Apr-15,7028.24,7062.93,7092.34,6997.15,809.07M,-0.49%
21-Apr-15,7062.93,7052.13,7105.13,7030.00,676.07M,0.15%
20-Apr-15,7052.13,6994.63,7067.84,6994.63,601.95M,0.82%
17-Apr-15,6994.63,7060.45,7093.52,6979.32,800.54M,-0.93%
16-Apr-15,7060.45,7096.78,7119.35,7057.74,773.86M,-0.51%
15-Apr-15,7096.78,7075.26,7111.72,7058.34,744.94M,0.30%
14-Apr-15,7075.26,7064.30,7086.06,7044.60,690.65M,0.16%
13-Apr-15,7064.30,7089.77,7089.84,7046.68,610.97M,-0.36%
10-Apr-15,7089.77,7015.36,7095.36,7015.36,826.73M,1.06%
9-Apr-15,7015.36,6937.41,7016.99,6937.41,720.21M,1.12%
8-Apr-15,6937.41,6961.77,7012.06,6931.59,892.29M,-0.35%
7-Apr-15,6961.77,6833.46,6967.69,6833.46,725.88M,1.88%
2-Apr-15,6833.46,6809.50,6849.91,6801.27,593.71M,0.35%
1-Apr-15,6809.50,6773.04,6856.43,6765.40,809.44M,0.54%
31-Mar-15,6773.04,6891.43,6910.07,6765.05,928.18M,-1.72%
30-Mar-15,6891.43,6855.02,6914.60,6855.02,659.07M,0.53%
27-Mar-15,6855.02,6895.33,6910.55,6839.88,759.28M,-0.58%
26-Mar-15,6895.33,6990.97,6990.97,6876.84,965.48M,-1.37%
25-Mar-15,6990.97,7019.68,7035.11,6983.94,665.75M,-0.41%
24-Mar-15,7019.68,7037.67,7065.08,7012.51,722.19M,-0.26%
23-Mar-15,7037.67,7022.51,7037.67,6991.43,694.42M,0.22%
20-Mar-15,7022.51,6962.32,7024.21,6960.81,1.46B,0.86%
19-Mar-15,6962.32,6945.20,6982.79,6929.73,834.20M,0.25%
18-Mar-15,6945.20,6837.61,6945.20,6837.26,796.53M,1.57%
17-Mar-15,6837.61,6804.08,6846.90,6798.47,780.79M,0.49%
16-Mar-15,6804.08,6740.58,6809.08,6740.58,706.94M,0.94%
13-Mar-15,6740.58,6761.07,6777.77,6713.50,732.04M,-0.30%
12-Mar-15,6761.07,6721.51,6799.84,6721.51,872.09M,0.59%
11-Mar-15,6721.51,6702.84,6738.95,6693.80,769.93M,0.28%
10-Mar-15,6702.84,6876.47,6876.86,6702.84,914.71M,-2.52%
9-Mar-15,6876.47,6911.80,6911.80,6859.81,691.32M,-0.51%
6-Mar-15,6911.80,6961.14,6961.23,6911.80,771.79M,-0.71%
5-Mar-15,6961.14,6919.24,6968.64,6914.06,823.10M,0.61%
4-Mar-15,6919.24,6889.13,6919.24,6862.87,764.09M,0.44%
3-Mar-15,6889.13,6940.64,6963.55,6889.13,808.29M,-0.74%
2-Mar-15,6940.64,6946.66,6974.26,6924.33,802.78M,-0.09%
27-Feb-15,6946.66,6949.73,6967.24,6929.84,908.71M,-0.04%
26-Feb-15,6949.73,6935.38,6949.98,6920.54,806.28M,0.21%
25-Feb-15,6935.38,6949.63,6955.41,6904.88,718.03M,-0.21%
24-Feb-15,6949.63,6912.16,6958.89,6899.59,857.36M,0.54%
23-Feb-15,6912.16,6915.20,6943.61,6885.89,700.28M,-0.04%
20-Feb-15,6915.20,6888.90,6920.51,6884.77,787.66M,0.38%
19-Feb-15,6888.90,6898.08,6907.30,6858.67,661.61M,-0.13%
18-Feb-15,6898.08,6898.13,6921.32,6876.30,698.36M,0.00%
17-Feb-15,6898.13,6857.05,6898.13,6819.78,631.89M,0.60%
16-Feb-15,6857.05,6873.52,6878.66,6851.77,428.64M,-0.24%
13-Feb-15,6873.52,6828.11,6887.57,6828.11,757.58M,0.67%
12-Feb-15,6828.11,6818.17,6854.62,6817.23,834.91M,0.15%
11-Feb-15,6818.17,6829.12,6838.33,6786.12,641.79M,-0.16%
10-Feb-15,6829.12,6837.15,6843.90,6788.89,795.91M,-0.12%
9-Feb-15,6837.15,6853.44,6853.44,6777.99,639.89M,-0.24%
6-Feb-15,6853.44,6865.93,6886.22,6835.48,668.59M,-0.18%
5-Feb-15,6865.93,6860.02,6870.10,6808.19,753.81M,0.09%
4-Feb-15,6860.02,6871.80,6883.49,6804.10,835.23M,-0.17%
3-Feb-15,6871.80,6782.55,6886.31,6782.39,882.17M,1.32%
2-Feb-15,6782.55,6749.40,6795.52,6731.99,780.98M,0.49%
30-Jan-15,6749.40,6810.60,6843.98,6749.40,823.48M,-0.90%
29-Jan-15,6810.60,6825.94,6825.94,6750.22,726.31M,-0.22%
28-Jan-15,6825.94,6811.61,6863.00,6777.08,803.72M,0.21%
27-Jan-15,6811.61,6852.40,6864.97,6773.54,735.99M,-0.60%
26-Jan-15,6852.40,6832.83,6855.92,6790.13,630.84M,0.29%
23-Jan-15,6832.83,6796.63,6841.73,6796.58,863.80M,0.53%
22-Jan-15,6796.63,6728.04,6808.18,6726.24,954.66M,1.02%
21-Jan-15,6728.04,6620.10,6728.04,6620.10,873.75M,1.63%
20-Jan-15,6620.10,6585.53,6640.44,6585.53,697.94M,0.52%
19-Jan-15,6585.53,6550.27,6598.89,6548.00,554.55M,0.54%
16-Jan-15,6550.27,6498.78,6553.20,6443.28,830.66M,0.79%
15-Jan-15,6498.78,6388.46,6498.78,6298.15,1.01B,1.73%
14-Jan-15,6388.46,6542.20,6542.20,6353.65,1.00B,-2.35%
13-Jan-15,6542.20,6501.42,6558.83,6465.19,694.41M,0.63%
12-Jan-15,6501.42,6501.14,6542.43,6447.91,620.94M,0.00%
9-Jan-15,6501.14,6569.96,6570.24,6471.38,761.33M,-1.05%
8-Jan-15,6569.96,6419.83,6580.82,6419.83,910.04M,2.34%
7-Jan-15,6419.83,6366.51,6459.74,6366.51,709.50M,0.84%
6-Jan-15,6366.51,6417.16,6452.66,6328.59,793.26M,-0.79%
5-Jan-15,6417.16,6547.80,6576.74,6404.49,750.52M,-2.00%
2-Jan-15,6547.80,6566.09,6607.89,6510.60,378.93M,-0.28%
31-Dec-14,6566.09,6547.00,6578.24,6547.00,129.45M,0.29%
30-Dec-14,6547.00,6633.51,6633.51,6528.89,348.40M,-1.30%
29-Dec-14,6633.51,6609.93,6651.96,6587.87,361.18M,0.36%
24-Dec-14,6609.93,6598.18,6618.09,6586.05,261.33M,0.18%
23-Dec-14,6598.18,6576.74,6620.47,6576.74,392.04M,0.33%
22-Dec-14,6576.74,6545.27,6620.95,6545.27,498.58M,0.48%
19-Dec-14,6545.27,6466.00,6566.90,6466.00,1.18B,1.23%
18-Dec-14,6466.00,6336.48,6466.00,6336.48,967.41M,2.04%
17-Dec-14,6336.48,6331.83,6359.68,6240.32,745.85M,0.07%
16-Dec-14,6331.83,6182.72,6331.83,6144.72,1.04B,2.41%
15-Dec-14,6182.72,6300.63,6356.34,6182.72,985.78M,-1.87%
12-Dec-14,6300.63,6461.70,6461.70,6297.44,793.97M,-2.49%
11-Dec-14,6461.70,6500.04,6521.66,6441.28,757.39M,-0.59%
10-Dec-14,6500.04,6529.47,6565.77,6500.04,692.35M,-0.45%
9-Dec-14,6529.47,6672.15,6672.15,6529.47,950.81M,-2.14%
8-Dec-14,6672.15,6742.84,6742.84,6672.15,513.90M,-1.05%
5-Dec-14,6742.84,6679.37,6751.32,6679.37,678.46M,0.95%
4-Dec-14,6679.37,6716.63,6733.96,6672.67,699.90M,-0.55%
3-Dec-14,6716.63,6742.10,6753.19,6713.81,706.05M,-0.38%
2-Dec-14,6742.10,6656.37,6744.31,6656.37,654.95M,1.29%
1-Dec-14,6656.37,6722.62,6722.62,6637.39,726.57M,-0.99%
28-Nov-14,6722.62,6723.42,6734.71,6667.08,839.39M,-0.01%
27-Nov-14,6723.42,6729.17,6749.91,6713.76,517.21M,-0.09%
26-Nov-14,6729.17,6731.14,6765.01,6718.53,586.89M,-0.03%
25-Nov-14,6731.14,6729.79,6750.87,6709.31,907.29M,0.02%
24-Nov-14,6729.79,6750.76,6763.97,6720.09,675.41M,-0.31%
21-Nov-14,6750.76,6678.90,6773.14,6678.90,845.58M,1.08%
20-Nov-14,6678.90,6696.60,6696.82,6641.14,640.50M,-0.26%
19-Nov-14,6696.60,6709.13,6718.88,6678.13,802.69M,-0.19%
18-Nov-14,6709.13,6671.97,6714.12,6671.75,653.23M,0.56%
17-Nov-14,6671.97,6654.37,6681.55,6616.12,537.37M,0.26%
14-Nov-14,6654.37,6635.45,6654.37,6610.13,627.54M,0.29%
13-Nov-14,6635.45,6611.04,6645.90,6596.89,721.39M,0.37%
12-Nov-14,6611.04,6627.40,6629.33,6588.93,702.77M,-0.25%
11-Nov-14,6627.40,6611.25,6632.57,6605.34,764.95M,0.24%
10-Nov-14,6611.25,6567.24,6611.25,6566.78,575.42M,0.67%
7-Nov-14,6567.24,6551.15,6608.23,6551.15,764.96M,0.25%
6-Nov-14,6551.15,6539.14,6580.21,6503.81,799.91M,0.18%
5-Nov-14,6539.14,6453.97,6539.14,6453.97,769.26M,1.32%
4-Nov-14,6453.97,6487.97,6510.31,6444.89,816.65M,-0.52%
3-Nov-14,6487.97,6546.47,6559.56,6478.49,712.57M,-0.89%
31-Oct-14,6546.47,6463.55,6553.37,6463.55,1.06B,1.28%
30-Oct-14,6463.55,6453.87,6483.24,6378.15,815.85M,0.15%
29-Oct-14,6453.87,6402.17,6475.35,6402.17,700.84M,0.81%
28-Oct-14,6402.17,6363.46,6412.00,6363.46,800.68M,0.61%
27-Oct-14,6363.46,6388.73,6443.76,6336.06,781.57M,-0.40%
24-Oct-14,6388.73,6419.15,6419.15,6372.43,717.83M,-0.47%
23-Oct-14,6419.15,6399.73,6430.32,6313.32,840.40M,0.30%
22-Oct-14,6399.73,6372.33,6401.51,6341.39,725.61M,0.43%
21-Oct-14,6372.33,6267.07,6372.33,6229.40,855.94M,1.68%
20-Oct-14,6267.07,6310.29,6320.31,6238.60,723.30M,-0.68%
17-Oct-14,6310.29,6195.91,6312.97,6188.04,1.11B,1.85%
16-Oct-14,6195.91,6211.64,6282.95,6072.68,1.70B,-0.25%
15-Oct-14,6211.64,6392.68,6404.96,6211.64,1.14B,-2.83%
14-Oct-14,6392.68,6366.24,6403.43,6304.27,830.85M,0.42%
13-Oct-14,6366.24,6339.97,6387.36,6294.64,846.37M,0.41%
10-Oct-14,6339.97,6431.85,6431.85,6328.39,893.11M,-1.43%
9-Oct-14,6431.85,6482.24,6544.21,6425.16,864.39M,-0.78%
8-Oct-14,6482.24,6495.58,6502.36,6453.81,822.97M,-0.21%
7-Oct-14,6495.58,6563.65,6563.84,6495.58,858.00M,-1.04%
6-Oct-14,6563.65,6527.91,6588.31,6527.91,722.22M,0.55%
3-Oct-14,6527.91,6446.39,6542.87,6446.39,750.61M,1.26%
2-Oct-14,6446.39,6557.52,6557.67,6446.39,805.72M,-1.69%
1-Oct-14,6557.52,6622.72,6622.81,6539.73,789.71M,-0.98%
30-Sep-14,6622.72,6646.60,6658.91,6601.62,882.27M,-0.36%
29-Sep-14,6646.60,6649.39,6653.94,6608.66,564.79M,-0.04%
26-Sep-14,6649.39,6639.71,6664.00,6615.12,588.72M,0.15%
25-Sep-14,6639.71,6706.27,6726.40,6621.48,927.83M,-0.99%
24-Sep-14,6706.27,6676.08,6707.26,6651.98,793.65M,0.45%
23-Sep-14,6676.08,6773.63,6777.27,6647.21,762.69M,-1.44%
22-Sep-14,6773.63,6837.92,6838.35,6766.89,674.06M,-0.94%
19-Sep-14,6837.92,6819.29,6876.00,6819.29,1.54B,0.27%
18-Sep-14,6819.29,6780.90,6822.60,6769.58,644.48M,0.57%
17-Sep-14,6780.90,6792.24,6816.89,6780.90,596.03M,-0.17%
16-Sep-14,6792.24,6804.21,6804.34,6748.09,592.89M,-0.18%
15-Sep-14,6804.21,6806.96,6813.87,6771.69,529.23M,-0.04%
12-Sep-14,6806.96,6799.62,6832.16,6799.39,552.97M,0.11%
11-Sep-14,6799.62,6830.11,6857.54,6764.86,648.02M,-0.45%
10-Sep-14,6830.11,6829.00,6847.79,6800.04,585.61M,0.02%
9-Sep-14,6829.00,6834.77,6846.18,6812.50,580.80M,-0.08%
8-Sep-14,6834.77,6855.10,6855.10,6773.78,752.27M,-0.30%
5-Sep-14,6855.10,6877.97,6884.96,6829.10,596.55M,-0.33%
4-Sep-14,6877.97,6873.58,6904.86,6866.25,688.90M,0.06%
3-Sep-14,6873.58,6829.17,6898.62,6826.73,674.90M,0.65%
2-Sep-14,6829.17,6825.31,6849.28,6812.31,820.23M,0.06%
1-Sep-14,6825.31,6819.75,6825.31,6798.33,404.27M,0.08%
29-Aug-14,6819.75,6805.80,6828.92,6782.63,720.98M,0.20%
28-Aug-14,6805.80,6830.66,6831.19,6796.86,498.07M,-0.36%
27-Aug-14,6830.66,6822.76,6830.66,6813.24,481.23M,0.12%
26-Aug-14,6822.76,6775.25,6827.32,6775.25,538.32M,0.70%
22-Aug-14,6775.25,6777.66,6784.63,6746.37,571.52M,-0.04%
21-Aug-14,6777.66,6755.48,6780.73,6752.70,423.43M,0.33%
20-Aug-14,6755.48,6779.31,6781.23,6739.76,466.21M,-0.35%
19-Aug-14,6779.31,6741.25,6782.90,6740.65,459.71M,0.56%
18-Aug-14,6741.25,6689.08,6745.72,6689.08,413.05M,0.78%
15-Aug-14,6689.08,6685.26,6742.82,6685.25,545.28M,0.06%
14-Aug-14,6685.26,6656.68,6694.64,6641.81,512.93M,0.43%
13-Aug-14,6656.68,6632.42,6664.34,6625.98,527.73M,0.37%
12-Aug-14,6632.42,6632.82,6643.70,6612.52,448.28M,-0.01%
11-Aug-14,6632.82,6567.36,6645.83,6567.36,494.37M,1.00%
8-Aug-14,6567.36,6597.37,6597.37,6528.73,645.42M,-0.45%
7-Aug-14,6597.37,6636.16,6649.05,6589.78,565.63M,-0.58%
6-Aug-14,6636.16,6682.48,6682.48,6588.43,803.80M,-0.69%
5-Aug-14,6682.48,6677.52,6713.52,6671.46,512.85M,0.07%
4-Aug-14,6677.52,6679.18,6715.56,6669.93,522.83M,-0.02%
1-Aug-14,6679.18,6730.11,6730.11,6624.72,695.02M,-0.76%
31-Jul-14,6730.11,6773.44,6797.09,6716.29,919.87M,-0.64%
30-Jul-14,6773.44,6807.75,6815.29,6758.24,692.78M,-0.50%
29-Jul-14,6807.75,6788.07,6833.67,6784.04,527.06M,0.29%
28-Jul-14,6788.07,6791.55,6809.61,6761.77,528.42M,-0.05%
25-Jul-14,6791.55,6821.46,6830.77,6780.65,661.62M,-0.44%
24-Jul-14,6821.46,6798.15,6821.46,6767.33,541.59M,0.34%
23-Jul-14,6798.15,6795.34,6822.65,6773.11,588.95M,0.04%
22-Jul-14,6795.34,6728.44,6801.84,6728.44,537.78M,0.99%
21-Jul-14,6728.44,6749.45,6753.42,6715.78,470.70M,-0.31%
18-Jul-14,6749.45,6738.32,6749.89,6690.90,584.83M,0.17%
17-Jul-14,6738.32,6784.67,6784.67,6727.71,631.29M,-0.68%
16-Jul-14,6784.67,6710.45,6792.55,6710.45,610.71M,1.11%
15-Jul-14,6710.45,6746.14,6764.00,6709.15,604.33M,-0.53%
14-Jul-14,6746.14,6690.17,6760.73,6690.17,468.49M,0.84%
11-Jul-14,6690.17,6672.37,6696.10,6663.67,533.17M,0.27%
10-Jul-14,6672.37,6718.04,6724.80,6643.62,764.87M,-0.68%
9-Jul-14,6718.04,6738.45,6740.82,6692.77,601.51M,-0.30%
8-Jul-14,6738.45,6823.51,6831.02,6738.45,660.68M,-1.25%
7-Jul-14,6823.51,6866.05,6866.37,6817.60,387.94M,-0.62%
4-Jul-14,6866.05,6865.21,6875.31,6856.35,329.36M,0.01%
3-Jul-14,6865.21,6816.37,6866.56,6815.45,523.96M,0.72%
2-Jul-14,6816.37,6802.92,6829.49,6796.61,479.50M,0.20%
1-Jul-14,6802.92,6743.94,6805.90,6743.94,513.05M,0.87%
30-Jun-14,6743.94,6757.77,6777.11,6730.45,614.34M,-0.20%
27-Jun-14,6757.77,6735.12,6767.63,6735.12,516.99M,0.34%
26-Jun-14,6735.12,6733.62,6753.25,6701.59,902.55M,0.02%
25-Jun-14,6733.62,6787.07,6787.07,6716.35,585.45M,-0.79%
24-Jun-14,6787.07,6800.56,6824.45,6776.80,570.13M,-0.20%
23-Jun-14,6800.56,6825.20,6829.76,6785.83,466.64M,-0.36%
20-Jun-14,6825.20,6808.11,6840.62,6791.20,1.02B,0.25%
19-Jun-14,6808.11,6778.56,6837.57,6778.56,563.40M,0.44%
18-Jun-14,6778.56,6766.77,6799.59,6766.77,511.30M,0.17%
17-Jun-14,6766.77,6754.64,6774.87,6736.11,572.51M,0.18%
16-Jun-14,6754.64,6777.85,6779.40,6748.04,568.44M,-0.34%
13-Jun-14,6777.85,6843.11,6843.11,6758.15,640.61M,-0.95%
12-Jun-14,6843.11,6838.87,6853.18,6827.03,527.38M,0.06%
11-Jun-14,6838.87,6873.55,6873.55,6825.24,675.33M,-0.50%
10-Jun-14,6873.55,6875.00,6875.24,6835.80,534.39M,-0.02%
9-Jun-14,6875.00,6858.21,6878.96,6857.70,388.13M,0.24%
6-Jun-14,6858.21,6813.49,6862.91,6813.49,766.31M,0.66%
5-Jun-14,6813.49,6818.63,6847.00,6795.27,626.57M,-0.08%
4-Jun-14,6818.63,6836.30,6840.60,6800.10,560.72M,-0.26%
3-Jun-14,6836.30,6864.10,6865.38,6817.96,504.99M,-0.41%
2-Jun-14,6864.10,6844.51,6874.38,6844.51,573.72M,0.29%
30-May-14,6844.51,6871.29,6874.33,6831.99,1.17B,-0.39%
29-May-14,6871.29,6851.22,6882.14,6848.06,403.37M,0.29%
28-May-14,6851.22,6844.94,6855.83,6833.61,577.49M,0.09%
27-May-14,6844.94,6815.75,6857.10,6815.37,585.49M,0.43%
23-May-14,6815.75,6820.56,6825.53,6793.47,485.85M,-0.07%
22-May-14,6820.56,6821.04,6846.57,6810.19,564.13M,-0.01%
21-May-14,6821.04,6802.00,6821.04,6782.80,733.75M,0.28%
20-May-14,6802.00,6844.55,6848.36,6792.51,680.77M,-0.62%
19-May-14,6844.55,6855.81,6862.20,6804.31,744.48M,-0.16%
16-May-14,6855.81,6840.89,6855.94,6813.50,985.98M,0.22%
15-May-14,6840.89,6878.49,6894.88,6821.66,896.97M,-0.55%
14-May-14,6878.49,6873.08,6880.07,6854.02,529.68M,0.08%
13-May-14,6873.08,6851.75,6877.39,6845.95,631.55M,0.31%
12-May-14,6851.75,6814.57,6851.75,6814.57,565.08M,0.55%
9-May-14,6814.57,6839.25,6839.42,6805.39,617.68M,-0.36%
8-May-14,6839.25,6796.44,6840.37,6796.44,818.48M,0.63%
7-May-14,6796.44,6798.56,6799.34,6766.84,768.89M,-0.03%
6-May-14,6798.56,6822.42,6828.62,6785.32,732.62M,-0.35%
2-May-14,6822.42,6808.87,6838.17,6798.61,746.45M,0.20%
1-May-14,6808.87,6780.03,6811.64,6773.69,648.19M,0.43%
30-Apr-14,6780.03,6769.91,6794.88,6748.76,773.11M,0.15%
29-Apr-14,6769.91,6700.16,6769.91,6700.10,674.49M,1.04%
28-Apr-14,6700.16,6685.69,6720.33,6682.90,652.39M,0.22%
25-Apr-14,6685.69,6702.85,6704.37,6657.30,578.70M,-0.26%
24-Apr-14,6703.00,6674.74,6724.58,6667.65,616.11M,0.42%
23-Apr-14,6674.74,6681.76,6694.82,6661.42,637.85M,-0.11%
22-Apr-14,6681.76,6625.25,6706.19,6625.25,840.73M,0.85%
17-Apr-14,6625.25,6584.17,6627.25,6559.35,842.35M,0.62%
16-Apr-14,6584.17,6541.61,6596.99,6541.61,686.34M,0.65%
15-Apr-14,6541.61,6583.76,6594.24,6534.20,858.94M,-0.64%
14-Apr-14,6583.76,6561.70,6583.76,6507.08,979.65M,0.34%
11-Apr-14,6561.70,6641.97,6641.97,6538.75,817.95M,-1.21%
10-Apr-14,6641.97,6635.61,6688.28,6620.39,670.60M,0.10%
9-Apr-14,6635.61,6590.69,6654.05,6590.41,758.99M,0.68%
8-Apr-14,6590.69,6622.84,6625.19,6549.75,1.06B,-0.49%
7-Apr-14,6622.84,6695.55,6695.55,6614.73,666.07M,-1.09%
4-Apr-14,6695.55,6649.14,6706.34,6649.14,876.23M,0.70%
3-Apr-14,6649.14,6659.04,6680.78,6638.52,670.68M,-0.15%
2-Apr-14,6659.04,6652.61,6672.73,6639.63,971.88M,0.10%
1-Apr-14,6652.61,6598.37,6660.27,6598.37,853.49M,0.82%
31-Mar-14,6598.37,6615.58,6658.40,6583.09,867.82M,-0.26%
28-Mar-14,6615.58,6588.32,6631.48,6585.73,1.00B,0.41%
27-Mar-14,6588.32,6605.30,6605.30,6561.39,850.23M,-0.26%
26-Mar-14,6605.30,6604.89,6643.58,6601.78,1.43B,0.01%
25-Mar-14,6604.89,6520.39,6604.89,6520.39,674.29M,1.30%
24-Mar-14,6520.39,6557.17,6568.96,6506.42,762.85M,-0.56%
21-Mar-14,6557.17,6542.44,6572.09,6537.89,1.50B,0.23%
20-Mar-14,6542.44,6573.13,6573.13,6492.62,795.07M,-0.47%
19-Mar-14,6573.13,6605.28,6609.46,6566.85,1.05B,-0.49%
18-Mar-14,6605.28,6568.35,6628.20,6534.86,723.56M,0.56%
17-Mar-14,6568.35,6527.89,6592.37,6527.87,692.71M,0.62%
14-Mar-14,6527.89,6553.78,6553.78,6500.37,847.30M,-0.40%
13-Mar-14,6553.78,6620.90,6631.38,6552.46,894.84M,-1.01%
12-Mar-14,6620.90,6685.52,6685.52,6598.36,891.94M,-0.97%
11-Mar-14,6685.52,6689.45,6718.30,6660.59,868.65M,-0.06%
10-Mar-14,6689.45,6712.67,6757.00,6671.62,820.42M,-0.35%
7-Mar-14,6712.67,6788.49,6800.66,6706.38,793.75M,-1.12%
6-Mar-14,6788.49,6775.42,6806.62,6770.95,664.69M,0.19%
5-Mar-14,6775.42,6823.77,6824.16,6771.50,623.86M,-0.71%
4-Mar-14,6823.77,6708.35,6827.22,6708.35,734.14M,1.72%
3-Mar-14,6708.35,6809.70,6809.70,6671.89,829.08M,-1.49%
28-Feb-14,6809.70,6810.27,6833.82,6785.54,924.58M,-0.01%
27-Feb-14,6810.27,6799.15,6819.24,6733.54,845.70M,0.16%
26-Feb-14,6799.15,6830.50,6834.09,6785.28,739.00M,-0.46%
25-Feb-14,6830.50,6862.73,6866.35,6790.93,1.16B,-0.52%
24-Feb-14,6865.86,6838.06,6865.86,6797.83,1.07B,0.41%
21-Feb-14,6838.06,6812.99,6859.91,6812.99,1.02B,0.37%
20-Feb-14,6812.99,6796.71,6812.99,6732.03,742.46M,0.24%
19-Feb-14,6796.71,6796.43,6810.48,6759.86,793.95M,0.00%
18-Feb-14,6796.43,6736.00,6802.89,6716.64,826.63M,0.90%
17-Feb-14,6736.00,6663.62,6745.63,6661.47,630.25M,1.09%
14-Feb-14,6663.62,6659.42,6672.21,6646.47,912.78M,0.06%
13-Feb-14,6659.42,6675.03,6675.24,6608.09,1.17B,-0.23%
12-Feb-14,6675.03,6672.66,6708.17,6669.06,820.07M,0.04%
11-Feb-14,6672.66,6591.55,6672.66,6591.55,934.91M,1.23%
10-Feb-14,6591.55,6571.68,6597.00,6565.30,593.69M,0.30%
7-Feb-14,6571.68,6558.28,6596.28,6540.81,708.47M,0.20%
6-Feb-14,6558.28,6457.89,6566.01,6457.89,815.15M,1.55%
5-Feb-14,6457.89,6449.27,6483.73,6423.79,810.17M,0.13%
4-Feb-14,6449.27,6465.66,6478.16,6416.72,922.89M,-0.25%
3-Feb-14,6465.66,6510.44,6538.30,6459.95,829.89M,-0.69%
31-Jan-14,6510.44,6538.45,6548.46,6421.26,751.20M,-0.43%
30-Jan-14,6538.45,6544.28,6573.92,6503.25,755.89M,-0.09%
29-Jan-14,6544.28,6572.33,6645.23,6482.74,990.21M,-0.43%
28-Jan-14,6572.33,6550.66,6590.66,6550.65,675.70M,0.33%
27-Jan-14,6550.66,6663.74,6665.39,6539.33,985.29M,-1.70%
24-Jan-14,6663.74,6773.28,6784.42,6654.86,844.75M,-1.62%
23-Jan-14,6773.28,6826.33,6837.21,6760.63,668.66M,-0.78%
22-Jan-14,6826.33,6834.26,6864.87,6821.80,548.74M,-0.12%
21-Jan-14,6834.26,6836.73,6867.42,6822.31,618.28M,-0.04%
20-Jan-14,6836.73,6829.30,6837.53,6810.62,424.81M,0.11%
17-Jan-14,6829.30,6815.42,6840.50,6800.00,999.74M,0.20%
16-Jan-14,6815.42,6819.86,6831.74,6811.16,714.15M,-0.07%
15-Jan-14,6819.86,6766.86,6825.20,6766.86,693.72M,0.78%
14-Jan-14,6766.86,6757.15,6772.63,6694.08,568.35M,0.14%
13-Jan-14,6757.15,6739.94,6765.60,6730.97,598.03M,0.26%
10-Jan-14,6739.94,6691.34,6769.94,6691.34,811.61M,0.73%
9-Jan-14,6691.34,6721.78,6746.41,6679.31,782.90M,-0.45%
8-Jan-14,6721.78,6755.45,6755.53,6713.39,720.03M,-0.50%
7-Jan-14,6755.45,6730.73,6768.89,6718.07,672.38M,0.37%
6-Jan-14,6730.73,6730.67,6751.98,6714.64,524.39M,0.00%
3-Jan-14,6730.67,6717.91,6747.33,6699.27,374.84M,0.19%
