Date,Price,Open,High,Low,Vol.,Change %
18-May-12,5267.62,5338.38,5338.38,5256.61,1.23B,-1.33%
17-May-12,5338.38,5405.25,5413.32,5309.75,894.67M,-1.24%
16-May-12,5405.25,5437.62,5448.38,5354.00,1.03B,-0.60%
15-May-12,5437.62,5465.52,5507.65,5411.82,876.37M,-0.51%
14-May-12,5465.52,5575.52,5575.65,5436.69,883.93M,-1.97%
11-May-12,5575.52,5543.95,5585.50,5499.27,772.58M,0.57%
10-May-12,5543.95,5530.05,5566.14,5490.54,847.65M,0.25%
9-May-12,5530.05,5554.55,5571.71,5464.41,1.01B,-0.44%
8-May-12,5554.55,5655.06,5668.09,5550.09,1.05B,-1.78%
4-May-12,5655.06,5766.55,5766.55,5639.79,1.01B,-1.93%
3-May-12,5766.55,5758.11,5800.81,5745.23,788.57M,0.15%
2-May-12,5758.11,5812.23,5819.93,5736.70,962.32M,-0.93%
1-May-12,5812.23,5737.78,5819.00,5732.16,653.61M,1.30%
30-Apr-12,5737.78,5777.11,5792.97,5728.87,784.97M,-0.68%
27-Apr-12,5777.11,5748.72,5788.99,5707.95,812.25M,0.49%
26-Apr-12,5748.72,5718.89,5761.14,5691.72,879.96M,0.52%
25-Apr-12,5718.89,5709.49,5745.00,5703.21,859.13M,0.16%
24-Apr-12,5709.49,5665.57,5714.17,5658.49,807.90M,0.78%
23-Apr-12,5665.57,5772.15,5772.15,5637.73,777.19M,-1.85%
20-Apr-12,5772.15,5744.55,5775.67,5724.20,847.83M,0.48%
19-Apr-12,5744.55,5745.29,5792.07,5738.11,958.39M,-0.01%
18-Apr-12,5745.29,5766.95,5783.88,5730.91,873.96M,-0.38%
17-Apr-12,5766.95,5666.28,5773.73,5651.53,856.43M,1.78%
16-Apr-12,5666.28,5651.79,5707.96,5641.07,1.10B,0.26%
13-Apr-12,5651.79,5710.46,5710.82,5643.51,830.22M,-1.03%
12-Apr-12,5710.46,5634.74,5727.87,5602.56,1.12B,1.34%
11-Apr-12,5634.74,5595.55,5655.87,5576.37,1.13B,0.70%
10-Apr-12,5595.55,5723.67,5723.67,5595.55,1.01B,-2.24%
5-Apr-12,5723.67,5703.77,5731.67,5663.32,905.68M,0.35%
4-Apr-12,5703.77,5838.34,5838.34,5685.65,1.17B,-2.30%
3-Apr-12,5838.34,5874.89,5890.16,5838.34,896.43M,-0.62%
2-Apr-12,5874.89,5768.45,5874.89,5748.63,886.25M,1.85%
30-Mar-12,5768.45,5742.03,5782.71,5742.03,990.17M,0.46%
29-Mar-12,5742.03,5808.99,5812.17,5726.50,1.08B,-1.15%
28-Mar-12,5808.99,5869.55,5877.94,5808.99,931.50M,-1.03%
27-Mar-12,5869.55,5902.70,5941.90,5863.83,1.26B,-0.56%
26-Mar-12,5902.70,5854.89,5913.06,5854.47,722.86M,0.82%
23-Mar-12,5854.89,5845.65,5875.73,5801.72,848.52M,0.16%
22-Mar-12,5845.65,5891.95,5891.95,5825.91,883.16M,-0.79%
21-Mar-12,5891.95,5891.41,5921.68,5880.79,907.21M,0.01%
20-Mar-12,5891.41,5961.11,5961.11,5876.42,978.55M,-1.17%
19-Mar-12,5961.11,5965.58,5968.89,5928.45,951.07M,-0.07%
16-Mar-12,5965.58,5940.72,5974.05,5940.72,1.83B,0.42%
15-Mar-12,5940.72,5945.43,5958.17,5919.21,1.03B,-0.08%
14-Mar-12,5945.43,5955.91,5989.07,5945.43,1.17B,-0.18%
13-Mar-12,5955.91,5892.75,5957.94,5892.75,761.93M,1.07%
12-Mar-12,5892.75,5887.49,5894.07,5860.42,800.49M,0.09%
9-Mar-12,5887.49,5859.73,5897.60,5842.94,854.78M,0.47%
8-Mar-12,5859.73,5791.41,5874.34,5791.41,828.11M,1.18%
7-Mar-12,5791.41,5765.80,5801.12,5755.69,859.93M,0.44%
6-Mar-12,5765.80,5874.82,5874.82,5758.42,989.89M,-1.86%
5-Mar-12,5874.82,5911.13,5911.13,5865.38,873.45M,-0.61%
2-Mar-12,5911.13,5931.25,5939.97,5908.48,736.46M,-0.34%
1-Mar-12,5931.25,5871.51,5936.07,5858.85,900.75M,1.02%
29-Feb-12,5871.51,5927.91,5944.75,5871.51,1.20B,-0.95%
28-Feb-12,5927.91,5915.55,5937.02,5899.99,804.67M,0.21%
27-Feb-12,5915.55,5935.13,5935.13,5865.85,966.77M,-0.33%
24-Feb-12,5935.13,5937.89,5964.02,5925.47,1.01B,-0.05%
23-Feb-12,5937.89,5916.55,5952.47,5900.50,1.07B,0.36%
22-Feb-12,5916.55,5928.20,5937.96,5894.60,872.09M,-0.20%
21-Feb-12,5928.20,5945.25,5948.84,5916.58,846.27M,-0.29%
20-Feb-12,5945.25,5905.07,5956.33,5905.07,723.67M,0.68%
17-Feb-12,5905.07,5885.38,5923.62,5885.38,1.10B,0.33%
16-Feb-12,5885.38,5892.16,5892.36,5829.38,751.18M,-0.12%
15-Feb-12,5892.16,5899.87,5923.78,5880.62,801.55M,-0.13%
14-Feb-12,5899.87,5905.70,5920.61,5877.21,832.57M,-0.10%
13-Feb-12,5905.70,5852.39,5920.09,5852.39,641.64M,0.91%
10-Feb-12,5852.39,5895.47,5895.47,5839.85,948.79M,-0.73%
9-Feb-12,5895.47,5875.93,5916.31,5870.55,973.46M,0.33%
8-Feb-12,5875.93,5890.26,5916.20,5871.33,809.27M,-0.24%
7-Feb-12,5890.26,5892.20,5906.65,5850.49,785.34M,-0.03%
6-Feb-12,5892.20,5901.07,5901.07,5863.55,828.46M,-0.15%
3-Feb-12,5901.07,5796.07,5901.07,5784.23,1.16B,1.81%
2-Feb-12,5796.07,5790.72,5809.82,5765.72,967.39M,0.09%
1-Feb-12,5790.72,5681.61,5790.72,5680.67,985.25M,1.92%
31-Jan-12,5681.61,5671.09,5730.32,5671.09,1.02B,0.19%
30-Jan-12,5671.09,5733.45,5733.45,5651.56,778.10M,-1.09%
27-Jan-12,5733.45,5795.20,5795.20,5728.96,790.05M,-1.07%
26-Jan-12,5795.20,5723.00,5806.24,5722.83,874.33M,1.26%
25-Jan-12,5723.00,5751.90,5777.69,5694.05,884.69M,-0.50%
24-Jan-12,5751.90,5782.56,5782.56,5719.86,916.10M,-0.53%
23-Jan-12,5782.56,5728.55,5789.85,5723.09,852.46M,0.94%
20-Jan-12,5728.55,5741.15,5749.77,5721.61,1.32B,-0.22%
19-Jan-12,5741.15,5702.37,5743.93,5693.16,1.40B,0.68%
18-Jan-12,5702.37,5693.95,5709.87,5647.92,792.32M,0.15%
17-Jan-12,5693.95,5657.44,5724.41,5657.44,1.23B,0.65%
16-Jan-12,5657.44,5636.64,5662.88,5609.87,672.82M,0.37%
13-Jan-12,5636.64,5662.42,5709.22,5583.45,1.32B,-0.46%
12-Jan-12,5662.42,5670.82,5699.57,5640.30,1.38B,-0.15%
11-Jan-12,5670.82,5696.70,5700.75,5644.75,893.41M,-0.45%
10-Jan-12,5696.70,5612.26,5711.89,5612.26,865.03M,1.50%
9-Jan-12,5612.26,5649.68,5673.82,5604.62,785.65M,-0.66%
6-Jan-12,5649.68,5624.26,5682.78,5623.36,705.02M,0.45%
5-Jan-12,5624.26,5668.45,5689.33,5614.38,794.28M,-0.78%
4-Jan-12,5668.45,5699.91,5719.83,5646.36,696.94M,-0.55%
3-Jan-12,5699.91,5572.28,5699.91,5572.28,778.53M,2.29%
30-Dec-11,5572.28,5566.77,5588.39,5535.20,188.11M,0.10%
29-Dec-11,5566.77,5507.40,5566.77,5496.87,325.75M,1.08%
28-Dec-11,5507.40,5512.70,5567.86,5490.96,449.84M,-0.10%
23-Dec-11,5512.70,5456.97,5516.63,5456.97,204.75M,1.02%
22-Dec-11,5456.97,5389.74,5469.03,5389.74,610.84M,1.25%
21-Dec-11,5389.74,5419.60,5479.19,5371.65,803.79M,-0.55%
20-Dec-11,5419.60,5364.99,5426.28,5328.67,779.73M,1.02%
19-Dec-11,5364.99,5387.34,5410.06,5343.08,632.32M,-0.41%
16-Dec-11,5387.34,5400.85,5452.65,5387.34,1.27B,-0.25%
15-Dec-11,5400.85,5366.80,5434.02,5366.80,803.27M,0.63%
14-Dec-11,5366.80,5490.15,5490.15,5366.80,860.72M,-2.25%
13-Dec-11,5490.15,5427.86,5525.96,5413.70,757.73M,1.15%
12-Dec-11,5427.86,5529.21,5529.21,5427.86,801.33M,-1.83%
9-Dec-11,5529.21,5483.77,5540.52,5440.86,841.43M,0.83%
8-Dec-11,5483.77,5546.91,5605.27,5483.77,907.44M,-1.14%
7-Dec-11,5546.91,5568.72,5631.88,5497.96,932.15M,-0.39%
6-Dec-11,5568.72,5567.96,5592.95,5521.91,857.31M,0.01%
5-Dec-11,5567.96,5552.29,5602.80,5545.93,900.66M,0.28%
2-Dec-11,5552.29,5489.34,5595.54,5489.07,984.10M,1.15%
1-Dec-11,5489.34,5505.42,5553.89,5486.87,939.17M,-0.29%
30-Nov-11,5505.42,5337.00,5538.96,5274.95,1.65B,3.16%
29-Nov-11,5337.00,5312.76,5344.18,5272.44,794.45M,0.46%
28-Nov-11,5312.76,5164.65,5327.76,5164.65,897.91M,2.87%
25-Nov-11,5164.65,5127.57,5200.31,5075.22,733.87M,0.72%
24-Nov-11,5127.57,5139.78,5184.26,5098.99,856.42M,-0.24%
23-Nov-11,5139.78,5206.82,5206.82,5139.78,1.01B,-1.29%
22-Nov-11,5206.82,5222.60,5281.95,5206.82,914.56M,-0.30%
21-Nov-11,5222.60,5362.94,5362.94,5221.69,952.41M,-2.62%
18-Nov-11,5362.94,5423.14,5423.14,5347.89,826.01M,-1.11%
17-Nov-11,5423.14,5509.02,5509.02,5366.12,1.06B,-1.56%
16-Nov-11,5509.02,5517.44,5562.91,5450.24,941.32M,-0.15%
15-Nov-11,5517.44,5519.04,5551.38,5428.60,841.52M,-0.03%
14-Nov-11,5519.04,5545.38,5575.19,5489.25,687.68M,-0.47%
11-Nov-11,5545.38,5444.82,5548.75,5439.81,715.72M,1.85%
10-Nov-11,5444.82,5460.38,5497.20,5360.19,799.97M,-0.28%
9-Nov-11,5460.38,5567.34,5615.84,5426.25,1.07B,-1.92%
8-Nov-11,5567.34,5510.82,5616.00,5509.57,885.00M,1.03%
7-Nov-11,5510.82,5527.16,5557.76,5432.16,730.61M,-0.30%
4-Nov-11,5527.16,5545.64,5599.46,5495.38,873.17M,-0.33%
3-Nov-11,5545.64,5484.10,5564.54,5402.63,1.22B,1.12%
2-Nov-11,5484.10,5421.57,5493.29,5383.37,1.36B,1.15%
1-Nov-11,5421.57,5544.22,5544.22,5338.36,1.33B,-2.21%
31-Oct-11,5544.22,5702.24,5702.24,5544.22,1.08B,-2.77%
28-Oct-11,5702.24,5713.82,5746.88,5684.95,997.00M,-0.20%
27-Oct-11,5713.82,5553.24,5747.33,5553.24,1.45B,2.89%
26-Oct-11,5553.24,5525.54,5576.63,5498.51,705.18M,0.50%
25-Oct-11,5525.54,5548.06,5574.13,5465.52,777.72M,-0.41%
24-Oct-11,5548.06,5488.65,5552.79,5487.21,677.46M,1.08%
21-Oct-11,5488.65,5384.68,5500.54,5384.68,730.20M,1.93%
20-Oct-11,5384.68,5450.49,5450.49,5363.16,796.89M,-1.21%
19-Oct-11,5450.49,5410.35,5483.79,5410.35,723.01M,0.74%
18-Oct-11,5410.35,5436.70,5436.70,5348.64,754.54M,-0.48%
17-Oct-11,5436.70,5466.36,5543.72,5405.20,720.60M,-0.54%
14-Oct-11,5466.36,5403.38,5501.39,5395.57,673.34M,1.17%
13-Oct-11,5403.38,5441.80,5456.09,5368.37,895.90M,-0.71%
12-Oct-11,5441.80,5395.70,5458.02,5348.16,833.34M,0.85%
11-Oct-11,5395.70,5399.00,5399.00,5330.42,636.00M,-0.06%
10-Oct-11,5399.00,5303.40,5413.43,5303.40,611.58M,1.80%
7-Oct-11,5303.40,5291.26,5370.89,5261.43,864.88M,0.23%
6-Oct-11,5291.26,5102.17,5291.26,5102.17,1.15B,3.71%
5-Oct-11,5102.17,4944.44,5121.40,4944.44,932.39M,3.19%
4-Oct-11,4944.44,5075.50,5075.50,4868.60,1.17B,-2.58%
3-Oct-11,5075.50,5128.48,5128.48,4983.28,774.95M,-1.03%
30-Sep-11,5128.48,5196.84,5197.33,5068.63,889.50M,-1.32%
29-Sep-11,5196.84,5217.63,5250.18,5160.77,736.90M,-0.40%
28-Sep-11,5217.63,5294.05,5314.29,5191.36,726.67M,-1.44%
27-Sep-11,5294.05,5089.37,5294.05,5089.37,960.71M,4.02%
26-Sep-11,5089.37,5066.81,5148.81,4974.03,1.04B,0.45%
23-Sep-11,5066.81,5041.61,5105.38,4928.14,1.01B,0.50%
22-Sep-11,5041.61,5288.41,5288.41,5013.55,1.19B,-4.67%
21-Sep-11,5288.41,5363.71,5366.09,5268.82,770.54M,-1.40%
20-Sep-11,5363.71,5259.56,5377.39,5219.09,708.69M,1.98%
19-Sep-11,5259.56,5368.41,5368.41,5231.62,721.39M,-2.03%
16-Sep-11,5368.41,5337.54,5406.10,5337.54,1.46B,0.58%
15-Sep-11,5337.54,5227.02,5366.74,5227.02,1.12B,2.11%
14-Sep-11,5227.02,5174.25,5270.42,5146.39,1.12B,1.02%
13-Sep-11,5174.25,5129.62,5203.07,5069.52,885.95M,0.87%
12-Sep-11,5129.62,5214.65,5214.65,5059.22,1.01B,-1.63%
9-Sep-11,5214.65,5340.38,5352.03,5202.24,1.05B,-2.35%
8-Sep-11,5340.38,5318.59,5369.82,5269.70,922.65M,0.41%
7-Sep-11,5318.59,5156.84,5322.21,5156.84,837.91M,3.14%
6-Sep-11,5156.84,5102.58,5190.27,5086.79,946.08M,1.06%
5-Sep-11,5102.58,5292.03,5292.03,5097.71,788.82M,-3.58%
2-Sep-11,5292.03,5418.65,5418.65,5258.50,823.93M,-2.34%
1-Sep-11,5418.65,5394.53,5449.67,5346.70,975.36M,0.45%
31-Aug-11,5394.53,5268.66,5411.60,5258.62,1.18B,2.39%
30-Aug-11,5268.66,5129.92,5283.60,5129.92,910.28M,2.70%
26-Aug-11,5129.92,5131.10,5149.51,5014.79,1.04B,-0.02%
25-Aug-11,5131.10,5205.85,5254.17,5102.06,1.13B,-1.44%
24-Aug-11,5205.85,5129.42,5250.59,5098.14,908.82M,1.49%
23-Aug-11,5129.42,5095.30,5193.17,5076.74,904.65M,0.67%
22-Aug-11,5095.30,5040.76,5182.98,4993.34,857.26M,1.08%
19-Aug-11,5040.76,5092.23,5107.91,4929.55,1.55B,-1.01%
18-Aug-11,5092.23,5331.60,5331.60,5041.59,1.18B,-4.49%
17-Aug-11,5331.60,5357.63,5371.08,5279.93,671.94M,-0.49%
16-Aug-11,5357.63,5350.58,5362.15,5265.83,716.38M,0.13%
15-Aug-11,5350.58,5320.03,5377.23,5319.38,695.64M,0.57%
12-Aug-11,5320.03,5162.83,5320.03,5099.31,1.02B,2.94%
11-Aug-11,5168.24,5129.30,5173.30,4939.80,-,3.22%
10-Aug-11,5007.16,5263.80,5266.80,4987.30,-,-3.05%
9-Aug-11,5164.92,5013.40,5193.80,4788.30,-,1.72%
8-Aug-11,5077.50,5167.50,5295.30,5060.50,-,0.17%
5-Aug-11,5068.95,5236.00,5387.50,5202.50,-,-6.01%
4-Aug-11,5393.14,5636.30,5636.80,5388.10,-,-3.43%
3-Aug-11,5584.51,5638.30,5678.00,5555.80,-,-2.34%
2-Aug-11,5718.39,5763.00,5780.50,5704.80,-,-0.97%
1-Aug-11,5774.43,5878.00,5914.80,5764.80,-,-0.70%
29-Jul-11,5815.19,5818.00,5852.00,5771.80,-,-0.99%
28-Jul-11,5873.21,5803.30,5883.00,5799.30,-,0.28%
27-Jul-11,5856.58,5908.80,5932.50,5840.00,-,-1.23%
26-Jul-11,5929.73,5935.30,5949.50,5894.30,-,0.08%
25-Jul-11,5925.26,5895.80,5938.50,5891.30,-,-0.16%
22-Jul-11,5935.02,5941.60,5967.50,5903.50,-,0.60%
21-Jul-11,5899.89,5858.70,5934.50,5796.30,-,0.79%
20-Jul-11,5853.82,5821.10,5855.80,5804.00,-,1.10%
19-Jul-11,5789.99,5773.40,5802.30,5765.30,-,0.65%
18-Jul-11,5752.81,5804.00,5816.50,5752.81,-,-1.55%
15-Jul-11,5843.66,5821.80,5863.00,5805.30,-,-0.06%
14-Jul-11,5846.95,5857.30,5895.80,5839.80,-,-0.97%
13-Jul-11,5904.19,5861.90,5910.50,5848.50,-,0.60%
12-Jul-11,5868.96,5873.80,5899.50,5790.50,-,-1.02%
11-Jul-11,5929.16,5974.00,6000.00,5898.80,-,-1.03%
8-Jul-11,5990.58,6080.30,6084.30,5980.50,-,-1.06%
7-Jul-11,6054.55,6026.20,6071.30,6005.00,-,0.86%
6-Jul-11,6002.92,6019.50,6023.30,5972.30,-,-0.35%
5-Jul-11,6024.03,6018.00,6037.30,6012.30,-,0.11%
4-Jul-11,6017.54,5991.50,6031.30,5984.50,-,0.46%
1-Jul-11,5989.76,5953.50,5999.80,5935.80,-,0.74%
30-Jun-11,5945.71,5880.30,5947.30,5879.00,-,1.53%
29-Jun-11,5855.95,5802.00,5866.80,5799.50,-,1.54%
28-Jun-11,5766.88,5747.30,5796.80,5733.30,-,0.78%
27-Jun-11,5722.34,5677.80,5728.00,5677.80,-,0.43%
24-Jun-11,5697.72,5743.10,5768.00,5679.50,-,0.41%
23-Jun-11,5674.38,5744.70,5750.00,5662.00,-,-1.71%
22-Jun-11,5772.99,5767.30,5789.80,5741.80,-,-0.04%
21-Jun-11,5775.31,5717.50,5779.30,5714.30,-,1.44%
20-Jun-11,5693.39,5665.60,5705.30,5647.30,-,-0.38%
17-Jun-11,5714.94,5668.40,5732.80,5643.80,-,0.28%
16-Jun-11,5698.81,5701.00,5717.50,5642.80,-,-0.76%
15-Jun-11,5742.55,5787.60,5799.80,5742.55,-,-1.04%
14-Jun-11,5803.13,5805.90,5823.30,5783.80,-,0.51%
13-Jun-11,5773.46,5769.60,5794.80,5763.00,-,0.07%
10-Jun-11,5769.30,5847.00,5868.30,5757.30,-,-1.49%
9-Jun-11,5856.34,5804.80,5862.00,5794.80,-,0.82%
8-Jun-11,5808.89,5852.30,5861.80,5791.80,-,-0.95%
7-Jun-11,5864.65,5858.30,5891.30,5848.80,-,0.03%
6-Jun-11,5863.16,5834.80,5883.30,5827.50,-,0.14%
3-Jun-11,5855.01,5864.50,5868.00,5802.50,-,0.12%
2-Jun-11,5847.92,5872.80,5893.00,5847.92,-,-1.36%
1-Jun-11,5928.61,5989.40,5991.30,5910.30,-,-1.02%
31-May-11,5989.99,5981.80,6010.80,5969.50,-,0.86%
27-May-11,5938.87,5925.30,5951.80,5916.30,-,0.98%
26-May-11,5880.99,5888.30,5912.00,5866.30,-,0.18%
25-May-11,5870.14,5810.40,5881.50,5809.60,-,0.20%
24-May-11,5858.41,5843.30,5884.30,5842.30,-,0.39%
23-May-11,5835.89,5870.30,5874.30,5832.00,-,-1.89%
20-May-11,5948.49,5968.80,6018.50,5926.30,-,-0.13%
19-May-11,5955.99,5959.80,6004.00,5935.30,-,0.55%
18-May-11,5923.49,5906.80,5933.80,5886.30,-,1.07%
17-May-11,5861.00,5894.10,5942.30,5861.00,-,-1.06%
16-May-11,5923.69,5902.20,5935.30,5859.30,-,-0.04%
13-May-11,5925.87,5968.10,6000.00,5916.50,-,-0.32%
12-May-11,5944.96,5925.50,5944.96,5879.80,-,-0.52%
11-May-11,5976.00,6031.60,6039.80,5963.00,-,-0.71%
10-May-11,6018.89,5950.30,6023.30,5947.80,-,1.28%
9-May-11,5942.69,5946.00,5999.30,5920.00,-,-0.57%
6-May-11,5976.77,5918.30,5986.50,5870.30,-,0.96%
5-May-11,5919.98,6002.80,6009.30,5911.30,-,-1.07%
4-May-11,5984.07,6049.00,6074.50,5972.30,-,-1.62%
3-May-11,6082.88,6094.90,6103.30,6050.00,-,0.21%
28-Apr-11,6069.90,6085.80,6089.30,6050.00,-,0.03%
27-Apr-11,6068.16,6066.00,6090.50,6044.80,-,-0.02%
26-Apr-11,6069.36,6006.10,6073.00,6005.50,-,0.85%
21-Apr-11,6018.30,6053.90,6053.90,6007.80,-,-0.07%
20-Apr-11,6022.26,5953.80,6034.80,5953.80,-,2.13%
19-Apr-11,5896.87,5903.00,5921.30,5889.80,-,0.46%
18-Apr-11,5870.08,5992.70,5995.00,5856.80,-,-2.10%
15-Apr-11,5996.01,5977.80,5997.30,5962.00,-,0.54%
14-Apr-11,5963.80,5994.30,5995.50,5942.50,-,-0.78%
13-Apr-11,6010.44,5991.50,6044.00,5983.30,-,0.77%
12-Apr-11,5964.47,6025.50,6027.80,5957.50,-,-1.47%
11-Apr-11,6053.44,6054.50,6071.50,6043.00,-,-0.04%
8-Apr-11,6055.75,6043.90,6066.50,6037.50,-,0.81%
7-Apr-11,6007.37,6043.30,6053.50,6007.30,-,-0.56%
6-Apr-11,6041.13,6029.80,6057.30,6008.50,-,0.57%
5-Apr-11,6007.06,6020.80,6023.00,5988.50,-,-0.16%
4-Apr-11,6016.98,5999.00,6035.00,5986.00,-,0.12%
1-Apr-11,6009.92,5929.20,6015.30,5929.20,-,1.20%
31-Mar-11,5938.66,5953.90,5974.00,5918.30,-,-0.16%
30-Mar-11,5948.30,5970.10,5970.10,5941.50,-,0.27%
29-Mar-11,5932.17,5911.40,5933.00,5878.00,-,0.47%
28-Mar-11,5904.49,5903.50,5924.30,5900.00,-,0.06%
25-Mar-11,5900.76,5918.30,5919.30,5876.50,-,0.34%
24-Mar-11,5880.87,5791.50,5893.00,5780.30,-,1.47%
23-Mar-11,5795.88,5732.80,5802.80,5731.30,-,0.58%
22-Mar-11,5762.71,5783.00,5814.00,5742.30,-,-0.40%
21-Mar-11,5786.09,5784.50,5800.30,5762.30,-,1.14%
18-Mar-11,5720.80,5706.90,5757.50,5699.30,-,0.47%
17-Mar-11,5693.80,5634.80,5708.00,5610.80,-,1.71%
16-Mar-11,5598.23,5719.80,5719.80,5598.23,-,-1.70%
15-Mar-11,5695.28,5672.30,5713.30,5591.00,-,-1.38%
14-Mar-11,5775.24,5813.30,5843.00,5768.30,-,-0.92%
11-Mar-11,5828.67,5802.80,5841.50,5795.30,-,-0.28%
10-Mar-11,5845.29,5883.90,5906.80,5830.30,-,-1.55%
9-Mar-11,5937.30,5975.80,5975.80,5920.80,-,-0.41%
8-Mar-11,5961.82,5987.00,6000.50,5909.80,-,-0.20%
7-Mar-11,5973.78,5975.80,6044.50,5964.80,-,-0.28%
4-Mar-11,5990.39,6021.70,6052.30,5982.50,-,-0.24%
3-Mar-11,6005.09,5948.50,6017.50,5918.00,-,1.52%
2-Mar-11,5914.89,5881.60,5940.80,5863.30,-,-0.65%
1-Mar-11,5953.87,6032.30,6041.50,5925.50,-,-0.67%
28-Feb-11,5994.01,6001.90,6023.00,5961.00,-,-0.12%
25-Feb-11,6001.20,5942.20,6011.30,5909.30,-,1.37%
24-Feb-11,5919.98,5864.60,5937.00,5856.50,-,-0.06%
23-Feb-11,5923.53,5969.70,5982.30,5913.50,-,-1.22%
22-Feb-11,5996.76,5983.00,6027.80,5922.80,-,-0.30%
21-Feb-11,6014.80,6070.80,6106.50,6010.80,-,-1.12%
18-Feb-11,6082.99,6091.00,6096.00,6046.80,-,-0.07%
17-Feb-11,6087.38,6088.30,6099.00,6066.30,-,0.03%
16-Feb-11,6085.27,6048.50,6094.30,6042.30,-,0.80%
15-Feb-11,6037.08,6051.80,6072.30,6021.30,-,-0.44%
14-Feb-11,6063.56,6077.00,6091.30,6040.80,-,0.01%
11-Feb-11,6062.90,6000.40,6069.80,5970.80,-,0.71%
10-Feb-11,6020.01,6039.00,6044.30,5984.00,-,-0.53%
9-Feb-11,6052.29,6075.30,6079.50,6047.80,-,-0.64%
8-Feb-11,6091.33,6044.30,6091.33,6031.80,-,0.78%
7-Feb-11,6044.16,6011.10,6054.80,5996.30,-,0.78%
4-Feb-11,5997.38,6000.50,6024.50,5985.30,-,0.23%
3-Feb-11,5983.34,5989.70,5996.30,5950.50,-,-0.22%
2-Feb-11,5996.56,5978.30,6020.00,5968.50,-,0.65%
1-Feb-11,5957.82,5901.20,5964.50,5872.00,-,1.62%
31-Jan-11,5862.94,5855.00,5881.50,5814.30,-,-0.31%
28-Jan-11,5881.37,5950.50,5950.90,5875.50,-,-1.40%
27-Jan-11,5965.08,5969.80,5997.80,5947.80,-,-0.21%
26-Jan-11,5977.63,5946.80,6002.50,5944.80,-,1.01%
25-Jan-11,5917.71,5962.40,5964.40,5903.30,-,-0.44%
24-Jan-11,5943.85,5901.60,5960.50,5886.50,-,0.81%
21-Jan-11,5896.25,5879.80,5939.50,5871.50,-,0.48%
20-Jan-11,5867.91,5961.30,5966.00,5863.80,-,-1.82%
19-Jan-11,5976.70,6076.20,6077.30,5972.30,-,-1.32%
18-Jan-11,6056.43,6002.50,6066.80,6002.50,-,1.18%
17-Jan-11,5985.70,6013.60,6018.30,5974.30,-,-0.04%
14-Jan-11,5988.12,6014.80,6031.80,5947.50,-,-0.59%
13-Jan-11,6023.88,6047.80,6056.50,6004.00,-,-0.44%
12-Jan-11,6050.72,6024.30,6050.72,6019.80,-,0.61%
11-Jan-11,6014.03,5986.10,6036.80,5978.80,-,0.97%
10-Jan-11,5956.30,5978.50,5980.80,5938.50,-,-0.47%
7-Jan-11,5984.33,6009.50,6021.30,5970.00,-,-0.58%
6-Jan-11,6019.51,6036.70,6089.30,6002.80,-,-0.40%
5-Jan-11,6043.86,6011.50,6043.86,5962.00,-,0.50%
4-Jan-11,6013.87,5990.00,6049.50,5979.80,-,1.93%
31-Dec-10,5899.94,5979.80,5980.80,5899.94,-,-1.19%
30-Dec-10,5971.01,5993.80,6007.80,5962.80,-,-0.42%
29-Dec-10,5996.36,5995.50,6019.00,5973.30,-,-0.21%
24-Dec-10,6008.92,5998.30,6008.92,5977.80,-,0.21%
23-Dec-10,5996.07,5997.40,6001.80,5981.50,-,0.21%
22-Dec-10,5983.49,5954.00,5992.50,5934.00,-,0.53%
21-Dec-10,5951.80,5924.40,5954.00,5920.30,-,0.98%
20-Dec-10,5894.10,5876.30,5915.80,5865.30,-,0.38%
17-Dec-10,5871.75,5895.30,5905.00,5858.30,-,-0.16%
16-Dec-10,5881.12,5884.80,5908.00,5862.00,-,-0.02%
15-Dec-10,5882.18,5866.80,5899.00,5858.50,-,-0.15%
14-Dec-10,5891.21,5859.00,5891.21,5846.00,-,0.52%
13-Dec-10,5860.75,5837.30,5873.80,5827.80,-,0.82%
10-Dec-10,5812.95,5823.30,5826.00,5793.50,-,0.09%
9-Dec-10,5807.96,5823.80,5838.80,5797.50,-,0.23%
8-Dec-10,5794.53,5782.50,5824.30,5773.80,-,-0.24%
7-Dec-10,5808.45,5791.30,5850.80,5769.50,-,0.66%
6-Dec-10,5770.28,5761.60,5785.80,5727.80,-,0.24%
3-Dec-10,5756.66,5764.60,5785.80,5719.50,-,-0.19%
2-Dec-10,5767.56,5678.80,5774.30,5649.80,-,2.22%
1-Dec-10,5642.50,5569.80,5657.80,5559.50,-,2.07%
30-Nov-10,5528.27,5572.70,5598.00,5518.30,-,-0.74%
29-Nov-10,5569.73,5698.10,5724.50,5562.00,-,-1.75%
26-Nov-10,5668.70,5663.20,5696.50,5597.50,-,-0.53%
25-Nov-10,5698.93,5666.30,5709.50,5653.50,-,0.74%
24-Nov-10,5657.10,5608.30,5665.80,5573.30,-,1.36%
23-Nov-10,5581.28,5640.60,5663.30,5581.28,-,-1.75%
22-Nov-10,5680.83,5782.50,5784.50,5666.80,-,-0.91%
19-Nov-10,5732.83,5777.70,5777.70,5682.80,-,-0.62%
18-Nov-10,5768.71,5730.80,5785.00,5718.30,-,1.34%
17-Nov-10,5692.56,5654.80,5705.30,5653.80,-,0.03%
16-Nov-10,5690.80,5785.70,5789.30,5680.80,-,-2.23%
