Date,Price,Open,High,Low,Volume
2005/3/15,1197.75,1206.829956,1210.540039,1197.75,1513530000
2005/3/16,1188.069946,1197.75,1197.75,1185.609985,1653190000
2005/3/17,1190.209961,1188.069946,1193.280029,1186.339966,1581930000
2005/3/18,1189.650024,1190.209961,1191.97998,1182.780029,2344370000
2005/3/21,1183.780029,1189.650024,1189.650024,1178.819946,1819440000
2005/3/22,1171.709961,1183.780029,1189.589966,1171.630005,2114470000
2005/3/23,1172.530029,1171.709961,1176.26001,1168.699951,2246870000
2005/3/24,1171.420044,1172.530029,1180.109985,1171.420044,1721720000
2005/3/28,1174.280029,1171.420044,1179.910034,1171.420044,1746220000
2005/3/29,1165.359985,1174.280029,1179.390015,1163.689941,2223250000
2005/3/30,1181.410034,1165.359985,1181.540039,1165.359985,2097110000
2005/3/31,1180.589966,1181.410034,1184.530029,1179.48999,2214230000
2005/4/1,1172.920044,1180.589966,1189.800049,1169.910034,2168690000
2005/4/4,1176.119995,1172.790039,1178.609985,1167.719971,2079770000
2005/4/5,1181.390015,1176.119995,1183.560059,1176.119995,1870800000
2005/4/6,1184.069946,1181.390015,1189.339966,1181.390015,1797400000
2005/4/7,1191.140015,1184.069946,1191.880005,1183.810059,1900620000
2005/4/8,1181.199951,1191.140015,1191.75,1181.130005,1661330000
2005/4/11,1181.209961,1181.199951,1184.069946,1178.689941,1525310000
2005/4/12,1187.76001,1181.209961,1190.170044,1170.849976,1979830000
2005/4/13,1173.790039,1187.76001,1187.76001,1171.400024,2049740000
2005/4/14,1162.050049,1173.790039,1174.670044,1161.699951,2355040000
2005/4/15,1142.619995,1162.050049,1162.050049,1141.920044,2689960000
2005/4/18,1145.97998,1142.619995,1148.920044,1139.800049,2180670000
2005/4/19,1152.780029,1145.97998,1154.670044,1145.97998,2142700000
2005/4/20,1137.5,1152.780029,1155.5,1136.150024,2217050000
2005/4/21,1159.949951,1137.5,1159.949951,1137.5,2308560000
2005/4/22,1152.119995,1159.949951,1159.949951,1142.949951,2045880000
2005/4/25,1162.099976,1152.119995,1164.050049,1152.119995,1795030000
2005/4/26,1151.829956,1162.099976,1164.800049,1151.829956,1959740000
2005/4/27,1156.380005,1151.73999,1159.869995,1144.420044,2151520000
2005/4/28,1143.219971,1156.380005,1156.380005,1143.219971,2182270000
2005/4/29,1156.849976,1143.219971,1156.969971,1139.189941,2362360000
2005/5/2,1162.160034,1156.849976,1162.869995,1154.709961,1980040000
2005/5/3,1161.170044,1162.160034,1166.890015,1156.709961,2167020000
2005/5/4,1175.650024,1161.170044,1176.01001,1161.170044,2306480000
2005/5/5,1172.630005,1175.650024,1178.619995,1166.77002,1997100000
2005/5/6,1171.349976,1172.630005,1177.75,1170.5,1707200000
2005/5/9,1178.839966,1171.349976,1178.869995,1169.380005,1857020000
2005/5/10,1166.219971,1178.839966,1178.839966,1162.97998,1889660000
2005/5/11,1171.109985,1166.219971,1171.77002,1157.709961,1834970000
2005/5/12,1159.359985,1171.109985,1173.369995,1157.76001,1995290000
2005/5/13,1154.050049,1159.359985,1163.75,1146.180054,2188590000
2005/5/16,1165.689941,1154.050049,1165.75,1153.640015,1856860000
2005/5/17,1173.800049,1165.689941,1174.349976,1159.859985,1887260000
2005/5/18,1185.560059,1173.800049,1187.900024,1173.800049,2266320000
2005/5/19,1191.079956,1185.560059,1191.089966,1184.48999,1775860000
2005/5/20,1189.280029,1191.079956,1191.219971,1185.189941,1631750000
2005/5/23,1193.859985,1189.280029,1197.439941,1188.76001,1681170000
2005/5/24,1194.069946,1193.859985,1195.290039,1189.869995,1681000000
2005/5/25,1190.01001,1194.069946,1194.069946,1185.959961,1742180000
2005/5/26,1197.619995,1190.01001,1198.949951,1190.01001,1654110000
2005/5/27,1198.780029,1197.619995,1199.560059,1195.280029,1381430000
2005/5/31,1191.5,1198.780029,1198.780029,1191.5,1840680000
2005/6/1,1202.219971,1191.5,1205.640015,1191.030029,1810100000
2005/6/2,1204.290039,1202.27002,1204.670044,1198.420044,1813790000
2005/6/3,1196.02002,1204.290039,1205.089966,1194.550049,1627520000
2005/6/6,1197.51001,1196.02002,1198.780029,1192.75,1547120000
2005/6/7,1197.26001,1197.51001,1208.849976,1197.26001,1851370000
2005/6/8,1194.670044,1197.26001,1201.969971,1193.329956,1715490000
2005/6/9,1200.930054,1194.670044,1201.859985,1191.089966,1824120000
2005/6/10,1198.109985,1200.930054,1202.790039,1192.640015,1664180000
2005/6/13,1200.819946,1198.109985,1206.030029,1194.51001,1661350000
2005/6/14,1203.910034,1200.819946,1207.530029,1200.180054,1698150000
2005/6/15,1206.579956,1203.910034,1208.079956,1198.660034,1840440000
2005/6/16,1210.959961,1206.550049,1212.099976,1205.469971,1776040000
2005/6/17,1216.959961,1210.930054,1219.550049,1210.930054,2407370000
2005/6/20,1216.099976,1216.959961,1219.099976,1210.650024,1714530000
2005/6/21,1213.609985,1216.099976,1217.130005,1211.859985,1720700000
2005/6/22,1213.880005,1213.609985,1219.589966,1211.689941,1823250000
2005/6/23,1200.72998,1213.880005,1216.449951,1200.719971,2029920000
2005/6/24,1191.569946,1200.72998,1200.900024,1191.449951,2418800000
2005/6/27,1190.689941,1191.569946,1194.329956,1188.300049,1738620000
2005/6/28,1201.569946,1190.689941,1202.540039,1190.689941,1772410000
2005/6/29,1199.849976,1201.569946,1204.069946,1198.699951,1769280000
2005/6/30,1191.329956,1199.849976,1203.27002,1190.51001,2109490000
2005/7/1,1194.439941,1191.329956,1197.890015,1191.329956,1593820000
2005/7/5,1204.98999,1194.439941,1206.339966,1192.48999,1805820000
2005/7/6,1194.939941,1204.98999,1206.109985,1194.780029,1883470000
2005/7/7,1197.869995,1194.939941,1198.459961,1183.550049,1952440000
2005/7/8,1211.859985,1197.869995,1212.72998,1197.199951,1900810000
2005/7/11,1219.439941,1211.859985,1220.030029,1211.859985,1846300000
2005/7/12,1222.209961,1219.439941,1225.540039,1216.599976,1932010000
2005/7/13,1223.290039,1222.209961,1224.459961,1219.640015,1812500000
2005/7/14,1226.5,1223.290039,1233.160034,1223.290039,2048710000
2005/7/15,1227.920044,1226.5,1229.530029,1223.5,1716400000
2005/7/18,1221.130005,1227.920044,1227.920044,1221.130005,1582100000
2005/7/19,1229.349976,1221.130005,1230.339966,1221.130005,2041280000
2005/7/20,1235.199951,1229.349976,1236.560059,1222.910034,2063340000
2005/7/21,1227.040039,1235.199951,1235.829956,1224.699951,2129840000
2005/7/22,1233.680054,1227.040039,1234.189941,1226.150024,1766990000
2005/7/25,1229.030029,1233.680054,1238.359985,1228.150024,1717580000
2005/7/26,1231.160034,1229.030029,1234.420044,1229.030029,1934180000
2005/7/27,1236.790039,1231.160034,1237.640015,1230.150024,1945800000
2005/7/28,1243.719971,1236.790039,1245.150024,1235.810059,2001680000
2005/7/29,1234.180054,1243.719971,1245.040039,1234.180054,1789600000
2005/8/1,1235.349976,1234.180054,1239.099976,1233.800049,1716870000
2005/8/2,1244.119995,1235.349976,1244.689941,1235.349976,2043120000
2005/8/3,1245.040039,1244.119995,1245.859985,1240.569946,1999980000
2005/8/4,1235.859985,1245.040039,1245.040039,1235.150024,1981220000
2005/8/5,1226.420044,1235.859985,1235.859985,1225.619995,1930280000
2005/8/8,1223.130005,1226.420044,1232.280029,1222.670044,1804140000
2005/8/9,1231.380005,1223.130005,1234.109985,1223.130005,1897520000
2005/8/10,1229.130005,1231.380005,1242.689941,1226.579956,2172320000
2005/8/11,1237.810059,1229.130005,1237.810059,1228.329956,1941560000
2005/8/12,1230.390015,1237.810059,1237.810059,1225.869995,1709300000
2005/8/15,1233.869995,1230.400024,1236.23999,1226.199951,1562880000
2005/8/16,1219.339966,1233.869995,1233.869995,1219.050049,1820410000
2005/8/17,1220.23999,1219.339966,1225.630005,1218.069946,1859150000
2005/8/18,1219.02002,1220.23999,1222.640015,1215.930054,1808170000
2005/8/19,1219.709961,1219.02002,1225.079956,1219.02002,1558790000
2005/8/22,1221.72998,1219.709961,1228.959961,1216.469971,1621330000
2005/8/23,1217.589966,1221.72998,1223.040039,1214.439941,1678620000
2005/8/24,1209.589966,1217.569946,1224.150024,1209.369995,1930800000
2005/8/25,1212.369995,1209.589966,1213.72998,1209.569946,1571110000
2005/8/26,1205.099976,1212.400024,1212.400024,1204.22998,1541090000
2005/8/29,1212.280029,1205.099976,1214.280029,1201.530029,1599450000
2005/8/30,1208.410034,1212.280029,1212.280029,1201.069946,1916470000
2005/8/31,1220.329956,1208.410034,1220.359985,1204.400024,2365510000
2005/9/1,1221.589966,1220.329956,1227.290039,1216.180054,2229860000
2005/9/2,1218.02002,1221.589966,1224.449951,1217.75,1640160000
2005/9/6,1233.390015,1218.02002,1233.609985,1218.02002,1932090000
2005/9/7,1236.359985,1233.390015,1237.060059,1230.930054,2067700000
2005/9/8,1231.670044,1236.359985,1236.359985,1229.51001,1955380000
2005/9/9,1241.47998,1231.670044,1243.130005,1231.670044,1992560000
2005/9/12,1240.560059,1241.47998,1242.599976,1239.150024,1938050000
2005/9/13,1231.199951,1240.569946,1240.569946,1231.199951,2082360000
2005/9/14,1227.160034,1231.199951,1234.73999,1226.160034,1986750000
2005/9/15,1227.72998,1227.160034,1231.880005,1224.849976,2079340000
2005/9/16,1237.910034,1228.420044,1237.949951,1228.420044,3152470000
2005/9/19,1231.02002,1237.910034,1237.910034,1227.650024,2076540000
2005/9/20,1221.339966,1231.02002,1236.48999,1220.069946,2319250000
2005/9/21,1210.199951,1221.339966,1221.52002,1209.890015,2548150000
2005/9/22,1214.619995,1210.199951,1216.640015,1205.349976,2424720000
2005/9/23,1215.290039,1214.619995,1218.829956,1209.800049,1973020000
2005/9/26,1215.630005,1215.290039,1222.560059,1211.839966,2022220000
2005/9/27,1215.660034,1215.630005,1220.170044,1211.109985,1976270000
2005/9/28,1216.890015,1215.660034,1220.97998,1212.719971,2106980000
2005/9/29,1227.680054,1216.890015,1228.699951,1211.540039,2176120000
2005/9/30,1228.810059,1227.680054,1229.569946,1225.219971,2097520000
2005/10/3,1226.699951,1228.810059,1233.339966,1225.150024,2097490000
2005/10/4,1214.469971,1226.699951,1229.880005,1214.02002,2341420000
2005/10/5,1196.390015,1214.469971,1214.469971,1196.25,2546780000
2005/10/6,1191.48999,1196.390015,1202.140015,1181.920044,2792030000
2005/10/7,1195.900024,1191.48999,1199.709961,1191.459961,2126080000
2005/10/10,1187.329956,1195.900024,1196.52002,1186.119995,2195990000
2005/10/11,1184.869995,1187.329956,1193.099976,1183.160034,2299040000
2005/10/12,1177.680054,1184.869995,1190.02002,1173.650024,2491280000
2005/10/13,1176.839966,1177.680054,1179.560059,1168.199951,2351150000
2005/10/14,1186.569946,1176.839966,1187.130005,1175.439941,2188940000
2005/10/17,1190.099976,1186.569946,1191.209961,1184.47998,2054570000
2005/10/18,1178.140015,1190.099976,1190.099976,1178.130005,2197010000
2005/10/19,1195.76001,1178.140015,1195.76001,1170.550049,2703590000
2005/10/20,1177.800049,1195.76001,1197.300049,1173.300049,2617250000
2005/10/21,1179.589966,1177.800049,1186.459961,1174.920044,2470920000
2005/10/24,1199.380005,1179.589966,1199.390015,1179.589966,2197790000
2005/10/25,1196.540039,1199.380005,1201.300049,1189.290039,2312470000
2005/10/26,1191.380005,1196.540039,1204.01001,1191.380005,2467750000
2005/10/27,1178.900024,1191.380005,1192.650024,1178.890015,2395370000
2005/10/28,1198.410034,1178.900024,1198.410034,1178.900024,2379400000
2005/10/31,1207.01001,1198.410034,1211.430054,1198.410034,2567470000
2005/11/1,1202.76001,1207.01001,1207.339966,1201.660034,2457850000
2005/11/2,1214.76001,1202.76001,1215.170044,1201.069946,2648090000
2005/11/3,1219.939941,1214.76001,1224.699951,1214.76001,2716630000
2005/11/4,1220.140015,1219.939941,1222.52002,1214.449951,2050510000
2005/11/7,1222.810059,1220.140015,1224.180054,1217.290039,1987580000
2005/11/8,1218.589966,1222.810059,1222.810059,1216.079956,1965050000
2005/11/9,1220.650024,1218.589966,1226.589966,1216.530029,2214460000
2005/11/10,1230.959961,1220.650024,1232.410034,1215.050049,2378460000
2005/11/11,1234.719971,1230.959961,1235.699951,1230.719971,1773140000
2005/11/14,1233.76001,1234.719971,1237.199951,1231.780029,1899780000
2005/11/15,1229.01001,1233.76001,1237.939941,1226.410034,2359370000
2005/11/16,1231.209961,1229.01001,1232.23999,1227.180054,2121580000
2005/11/17,1242.800049,1231.209961,1242.959961,1231.209961,2298040000
2005/11/18,1248.27002,1242.800049,1249.579956,1240.709961,2453290000
2005/11/21,1254.849976,1248.27002,1255.890015,1246.900024,2117350000
2005/11/22,1261.22998,1254.849976,1261.900024,1251.400024,2291420000
2005/11/23,1265.609985,1261.22998,1270.640015,1259.51001,1985400000
2005/11/25,1268.25,1265.609985,1268.780029,1265.540039,724940000
2005/11/28,1257.459961,1268.25,1268.439941,1257.170044,2016900000
2005/11/29,1257.47998,1257.459961,1266.180054,1257.459961,2268340000
2005/11/30,1249.47998,1257.47998,1260.930054,1249.390015,2374690000
2005/12/1,1264.670044,1249.47998,1266.170044,1249.47998,2614830000
2005/12/2,1265.079956,1264.670044,1266.849976,1261.420044,2125580000
2005/12/5,1262.089966,1265.079956,1265.079956,1258.119995,2325840000
2005/12/6,1263.699951,1262.089966,1272.890015,1262.089966,2110740000
2005/12/7,1257.369995,1263.699951,1264.849976,1253.02002,2093830000
2005/12/8,1255.839966,1257.369995,1263.359985,1250.910034,2178300000
2005/12/9,1259.369995,1255.839966,1263.079956,1254.23999,1896290000
2005/12/12,1260.430054,1259.369995,1263.859985,1255.52002,1876550000
2005/12/13,1267.430054,1260.430054,1272.109985,1258.560059,2390020000
2005/12/14,1272.73999,1267.430054,1275.800049,1267.069946,2145520000
2005/12/15,1270.939941,1272.73999,1275.170044,1267.73999,2180590000
2005/12/16,1267.319946,1270.939941,1275.23999,1267.319946,2584190000
2005/12/19,1259.920044,1267.319946,1270.51001,1259.280029,2208810000
2005/12/20,1259.619995,1259.920044,1263.859985,1257.209961,1996690000
2005/12/21,1262.790039,1259.619995,1269.369995,1259.619995,2065170000
2005/12/22,1268.119995,1262.790039,1268.189941,1262.5,1888500000
2005/12/23,1268.660034,1268.119995,1269.76001,1265.920044,1285810000
2005/12/27,1256.540039,1268.660034,1271.829956,1256.540039,1540470000
2005/12/28,1258.170044,1256.540039,1261.099976,1256.540039,1422360000
2005/12/29,1254.420044,1258.170044,1260.609985,1254.180054,1382540000
2005/12/30,1248.290039,1254.420044,1254.420044,1246.589966,1443500000
2006/1/3,1268.800049,1248.290039,1270.219971,1245.73999,2554570000
2006/1/4,1273.459961,1268.800049,1275.369995,1267.73999,2515330000
2006/1/5,1273.47998,1273.459961,1276.910034,1270.300049,2433340000
2006/1/6,1285.449951,1273.47998,1286.089966,1273.47998,2446560000
2006/1/9,1290.150024,1285.449951,1290.780029,1284.819946,2301490000
2006/1/10,1289.689941,1290.150024,1290.150024,1283.76001,2373080000
2006/1/11,1294.180054,1289.719971,1294.900024,1288.119995,2406130000
2006/1/12,1286.060059,1294.180054,1294.180054,1285.040039,2318350000
2006/1/13,1287.609985,1286.060059,1288.959961,1282.780029,2206510000
2006/1/17,1282.930054,1287.609985,1287.609985,1278.609985,2179970000
2006/1/18,1277.930054,1282.930054,1282.930054,1272.079956,2233200000
2006/1/19,1285.040039,1277.930054,1287.790039,1277.930054,2444020000
2006/1/20,1261.48999,1285.040039,1285.040039,1260.920044,2845810000
2006/1/23,1263.819946,1261.48999,1268.189941,1261.48999,2256070000
2006/1/24,1266.859985,1263.819946,1271.469971,1263.819946,2608720000
2006/1/25,1264.680054,1266.859985,1271.869995,1259.420044,2617060000
2006/1/26,1273.829956,1264.680054,1276.439941,1264.680054,2856780000
2006/1/27,1283.719971,1273.829956,1286.380005,1273.829956,2623620000
2006/1/30,1285.189941,1283.719971,1287.939941,1283.51001,2282730000
2006/1/31,1280.079956,1285.199951,1285.199951,1276.849976,2708310000
2006/2/1,1282.459961,1280.079956,1283.329956,1277.569946,2589410000
2006/2/2,1270.839966,1282.459961,1282.459961,1267.719971,2565300000
2006/2/3,1264.030029,1270.839966,1270.869995,1261.02002,2282210000
2006/2/6,1265.02002,1264.030029,1267.040039,1261.619995,2132360000
2006/2/7,1254.780029,1265.02002,1265.780029,1253.609985,2366370000
2006/2/8,1265.650024,1254.780029,1266.469971,1254.780029,2456860000
2006/2/9,1263.780029,1265.650024,1274.560059,1262.800049,2441920000
2006/2/10,1266.98999,1263.819946,1269.890015,1254.97998,2290050000
2006/2/13,1262.859985,1266.98999,1266.98999,1258.339966,1850080000
2006/2/14,1275.530029,1262.859985,1278.209961,1260.800049,2437940000
2006/2/15,1280,1275.530029,1281,1271.060059,2317590000
2006/2/16,1289.380005,1280,1289.390015,1280,2251490000
2006/2/17,1287.23999,1289.380005,1289.469971,1284.069946,2128260000
2006/2/21,1283.030029,1287.23999,1291.920044,1281.329956,2104320000
2006/2/22,1292.670044,1283.030029,1294.170044,1283.030029,2222380000
2006/2/23,1287.790039,1292.670044,1293.839966,1285.140015,2144210000
2006/2/24,1289.430054,1287.790039,1292.109985,1285.619995,1933010000
2006/2/27,1294.119995,1289.430054,1297.569946,1289.430054,1975320000
2006/2/28,1280.660034,1294.119995,1294.119995,1278.660034,2370860000
2006/3/1,1291.23999,1280.660034,1291.800049,1280.660034,2308320000
2006/3/2,1289.140015,1291.23999,1291.23999,1283.209961,2494590000
2006/3/3,1287.22998,1289.140015,1297.329956,1284.199951,2152950000
2006/3/6,1278.26001,1287.22998,1288.22998,1275.670044,2280190000
2006/3/7,1275.880005,1278.26001,1278.26001,1271.109985,2268050000
2006/3/8,1278.469971,1275.880005,1280.329956,1268.420044,2442870000
2006/3/9,1272.22998,1278.469971,1282.73999,1272.22998,2140110000
2006/3/10,1281.420044,1272.22998,1284.369995,1271.109985,2123450000
2006/3/13,1284.130005,1281.579956,1287.369995,1281.579956,2070330000
2006/3/14,1297.47998,1284.130005,1298.140015,1282.670044,2165270000
2006/3/15,1303.02002,1297.47998,1304.400024,1294.969971,2293000000
2006/3/16,1305.329956,1303.02002,1310.449951,1303.02002,2292180000
2006/3/17,1307.25,1305.329956,1309.790039,1305.319946,2549620000
2006/3/20,1305.079956,1307.25,1310,1303.589966,1976830000
2006/3/21,1297.22998,1305.079956,1310.880005,1295.819946,2147370000
2006/3/22,1305.040039,1297.22998,1305.969971,1295.810059,2039810000
2006/3/23,1301.670044,1305.040039,1305.040039,1298.109985,1980940000
2006/3/24,1302.949951,1301.670044,1306.530029,1298.890015,2326070000
2006/3/27,1301.609985,1302.949951,1303.73999,1299.089966,2029700000
2006/3/28,1293.22998,1301.609985,1306.23999,1291.839966,2148580000
2006/3/29,1302.890015,1293.22998,1305.599976,1293.22998,2143540000
2006/3/30,1300.25,1302.890015,1310.150024,1296.719971,2294560000
2006/3/31,1294.869995,1300.25,1303,1294.869995,2236710000
2006/4/3,1297.810059,1302.880005,1309.189941,1296.650024,2494080000
2006/4/4,1305.930054,1297.810059,1307.550049,1294.709961,2147660000
2006/4/5,1311.560059,1305.930054,1312.810059,1304.819946,2420020000
2006/4/6,1309.040039,1311.560059,1311.98999,1302.439941,2281680000
2006/4/7,1295.5,1309.040039,1314.069946,1294.180054,2082470000
2006/4/10,1296.619995,1295.51001,1300.73999,1293.170044,1898320000
2006/4/11,1286.569946,1296.599976,1300.709961,1282.959961,2232880000
2006/4/12,1288.119995,1286.569946,1290.930054,1286.449951,1938100000
2006/4/13,1289.119995,1288.119995,1292.089966,1283.369995,1891940000
2006/4/17,1285.329956,1289.119995,1292.449951,1280.73999,1794650000
2006/4/18,1307.280029,1285.329956,1309.02002,1285.329956,2595440000
2006/4/19,1309.930054,1307.650024,1310.390015,1302.790039,2447310000
2006/4/20,1311.459961,1309.930054,1318.160034,1306.380005,2512920000
2006/4/21,1311.280029,1311.459961,1317.670044,1306.589966,2392630000
2006/4/24,1308.109985,1311.280029,1311.280029,1303.790039,2117330000
2006/4/25,1301.73999,1308.109985,1310.790039,1299.170044,2366380000
2006/4/26,1305.410034,1301.73999,1310.969971,1301.73999,2502690000
2006/4/27,1309.719971,1305.410034,1315,1295.569946,2772010000
2006/4/28,1310.609985,1309.719971,1316.040039,1306.160034,2419920000
2006/5/1,1305.189941,1310.609985,1317.209961,1303.459961,2437040000
2006/5/2,1313.209961,1305.189941,1313.660034,1305.189941,2403470000
2006/5/3,1308.119995,1313.209961,1313.469971,1303.920044,2395230000
2006/5/4,1312.25,1307.849976,1315.140015,1307.849976,2431450000
2006/5/5,1325.76001,1312.25,1326.530029,1312.25,2294760000
2006/5/8,1324.660034,1325.76001,1326.699951,1322.869995,2151300000
2006/5/9,1325.140015,1324.660034,1326.599976,1322.47998,2157290000
2006/5/10,1322.849976,1324.569946,1325.51001,1317.439941,2268550000
2006/5/11,1305.920044,1322.630005,1322.630005,1303.449951,2531520000
2006/5/12,1291.23999,1305.880005,1305.880005,1290.380005,2567970000
2006/5/15,1294.5,1291.189941,1294.810059,1284.51001,2505660000
2006/5/16,1292.079956,1294.5,1297.880005,1288.51001,2386210000
2006/5/17,1270.319946,1291.72998,1291.72998,1267.310059,2830200000
2006/5/18,1261.810059,1270.25,1274.890015,1261.75,2537490000
2006/5/19,1267.030029,1261.810059,1272.150024,1256.280029,2982300000
2006/5/22,1262.069946,1267.030029,1268.77002,1252.97998,2773010000
2006/5/23,1256.579956,1262.060059,1273.670044,1256.150024,2605250000
2006/5/24,1258.569946,1256.560059,1264.530029,1245.339966,2999030000
2006/5/25,1272.880005,1258.410034,1273.26001,1258.410034,2372730000
2006/5/26,1280.160034,1272.709961,1280.540039,1272.5,1814020000
2006/5/30,1259.869995,1280.040039,1280.040039,1259.869995,2176190000
2006/5/31,1270.089966,1259.380005,1270.089966,1259.380005,2692160000
2006/6/1,1285.709961,1270.050049,1285.709961,1269.189941,2360160000
2006/6/2,1288.219971,1285.709961,1290.680054,1280.219971,2295540000
2006/6/5,1265.290039,1288.160034,1288.160034,1264.660034,2313470000
2006/6/6,1263.849976,1265.22998,1269.880005,1254.459961,2697650000
2006/6/7,1256.150024,1263.609985,1272.469971,1255.77002,2644170000
2006/6/8,1257.930054,1256.079956,1259.849976,1235.180054,3543790000
2006/6/9,1252.300049,1257.930054,1262.579956,1250.030029,2214000000
2006/6/12,1237.439941,1252.27002,1255.219971,1236.430054,2247010000
2006/6/13,1223.689941,1236.079956,1243.369995,1222.52002,3215770000
2006/6/14,1230.040039,1223.660034,1231.459961,1219.290039,2667990000
2006/6/15,1256.160034,1230.01001,1258.640015,1230.01001,2775480000
2006/6/16,1251.540039,1256.160034,1256.27002,1246.329956,2783390000
2006/6/19,1240.130005,1251.540039,1255.930054,1237.170044,2517200000
2006/6/20,1240.119995,1240.119995,1249.01001,1238.869995,2232950000
2006/6/21,1252.199951,1240.089966,1257.959961,1240.089966,2361230000
2006/6/22,1245.599976,1251.920044,1251.920044,1241.530029,2148180000
2006/6/23,1244.5,1245.589966,1253.130005,1241.430054,2017270000
2006/6/26,1250.560059,1244.5,1250.920044,1243.680054,1878580000
2006/6/27,1239.199951,1250.550049,1253.369995,1238.939941,2203130000
2006/6/28,1246,1238.98999,1247.060059,1237.589966,2085490000
2006/6/29,1272.869995,1245.939941,1272.880005,1245.939941,2621250000
2006/6/30,1270.199951,1272.859985,1276.300049,1270.199951,3049560000
2006/7/3,1280.189941,1270.060059,1280.380005,1270.060059,1114470000
2006/7/5,1270.910034,1280.050049,1280.050049,1265.910034,2165070000
2006/7/6,1274.079956,1270.579956,1278.319946,1270.579956,2009160000
2006/7/7,1265.47998,1274.079956,1275.380005,1263.130005,1988150000
2006/7/10,1267.339966,1265.459961,1274.060059,1264.459961,1854590000
2006/7/11,1272.430054,1267.26001,1273.640015,1259.650024,2310850000
2006/7/12,1258.599976,1272.390015,1273.310059,1257.290039,2250450000
2006/7/13,1242.280029,1258.579956,1258.579956,1241.430054,2545760000
2006/7/14,1236.199951,1242.290039,1242.699951,1228.449951,2467120000
2006/7/17,1234.48999,1236.199951,1240.069946,1231.48999,2146410000
2006/7/18,1236.859985,1234.47998,1239.859985,1224.540039,2481750000
2006/7/19,1259.810059,1236.73999,1261.810059,1236.73999,2701980000
2006/7/20,1249.130005,1259.810059,1262.560059,1249.130005,2345580000
